OBJ,RA,DEC,PETROR50_R,PETROR90_R,PETROMAG_U,PETROMAG_G,PETROMAG_R,PETROMAG_I,PETROMAG_Z,PETROMAGERR_U,PETROMAGERR_G,PETROMAGERR_R,PETROMAGERR_I,PETROMAGERR_Z,PSFMAG_R,FIBERMAG_R,DEVMAG_R,DEVMAGERR_R,EXPMAG_R,EXPMAGERR_R,FRACDEV_R,MU50_R,EXTINCTION_U,EXTINCTION_G,EXTINCTION_R,EXTINCTION_I,EXTINCTION_Z,CMODELMAG_R,CMODELMAGERR_R,REDSHIFT,REDSHIFTERR,PETROMAG_MU,PETROMAG_MG,PETROMAG_MR,PETROMAG_MI,PETROMAG_MZ,PETROMAGERR_MU,PETROMAGERR_MG,PETROMAGERR_MR,PETROMAGERR_MI,PETROMAGERR_MZ,PETROR50_R_KPC,color_new,Morphology,Uncertain,Elliptical,Spiral
161,190.85806371,-1.17659777,3.6630194,10.864052,19.95074,17.59921,16.440125,15.928797,15.574854,0.30053803,0.019788746,0.009641714,0.009739057,0.022301406,18.123392,18.1645,16.365612,0.0044002356,16.805424,0.0046241065,1.0,21.25477023448454,0.2037867,0.14994432,0.10875213,0.08246344,0.05846761,16.365612008103437,0.0044002355709868,0.168043,0.000190845,-20.512644,-22.670643,-23.43389,-23.808914,-24.101982,0.30127653,0.022171956,0.013891103,0.013958844,0.024440857,10.516217,1.159085000000001,1,0,1,0
165,190.8583984375,-1.1065973043441772,3.9678433,9.466367,18.328882,17.109936,16.343966,15.969754,15.734433,0.06965612,0.013030631,0.00824027,0.009714842,0.025930341,18.454302,18.39135,15.98111,0.0048388974,16.409096,0.004840874,0.45866704,21.33218765258789,0.17698088,0.13022085,0.094447024,0.07161632,0.05077686,16.191755294799805,0.0034442259930074,0.128973,0.000139922,-21.022718,-22.201468,-22.78131,-23.031475,-23.223478,0.07247139,0.016425515,0.012957704,0.0139419595,0.027791867,9.132088,0.7659699999999994,0,1,0,0
177,190.8676300048828,-1.2354967594146729,2.145799,5.463454,18.352848,17.311281,16.832008,16.534283,16.418829,0.040231366,0.031679276,0.036373805,0.03977708,0.048253894,18.21339,18.142467,16.57856,0.0046167476,16.90427,0.0045855935,0.39210877,20.48540306091309,0.210738,0.15505902,0.11246174,0.08527633,0.06046198,16.764699935913086,0.0032597815152257,0.0679058,7.99856e-05,-19.413406,-20.336367,-20.76923,-20.897562,-21.033487,0.04492888,0.03322015,0.03772341,0.04101487,0.049279824,2.7892182,0.4792730000000027,2,0,0,1
142,191.5057678222656,-1.0732001066207886,2.6610758,8.215866,18.707016,16.89185,16.039707,15.632059,15.382487,0.070425875,0.008323991,0.0053921533,0.005982365,0.013757302,17.403522,17.480692,15.936286,0.0041312575,16.2587,0.004359634,1.0,20.16044235229492,0.12958819,0.09534976,0.069155596,0.052438594,0.037179615,15.936285972595217,0.0041312575340271,0.047431,0.000170685,-18.228392,-19.944069,-20.69352,-21.066626,-21.268093,0.073212616,0.013011106,0.011361132,0.011652841,0.017007768,2.4750645,0.8521430000000016,1,0,1,0
252,191.55793683,-1.17838677,7.03038,15.438841,18.438763,17.337957,16.669287,16.648727,16.553701,0.12742685,0.028127795,0.016580142,0.030272286,0.092924625,20.226782,19.965033,16.046143,0.011889392,16.65099,0.011010371,0.0,22.89963027416893,0.12711477,0.093529835,0.06783564,0.05143771,0.036469977,16.650989510162507,0.0110103710740633,0.0842651,0.000154589,-19.438183,-20.899754,-21.566618,-21.895903,-22.13827,0.08295735,0.016296417,0.013468414,0.01412059,0.024162583,4.1962385,0.6686699999999988,0,1,0,0
207,191.76844787597656,-1.21476948261261,2.17553,4.548284,18.73558,17.663338,17.046772,16.691454,16.431622,0.049163625,0.010523048,0.007814105,0.009022668,0.024337985,18.375044,18.426746,16.733067,0.005314896,17.018946,0.0051769335,0.025054408,20.73004722595215,0.12561212,0.09242421,0.067033745,0.050829656,0.03603886,17.01078224182129,0.0050123739056289,0.109633,7.11583e-05,-20.08789,-21.119276,-21.649595,-21.895903,-22.138475,0.053077377,0.014516713,0.012690957,0.013468808,0.02631263,4.3506074,0.6165659999999988,0,1,0,0
192,191.9707794189453,-1.1858445405960083,9.300726,22.432047,17.319885,15.7850065,15.15581,14.795375,14.596473,0.07466595,0.014785433,0.007431544,0.02130091,0.05129215,18.31069,18.264906,14.855777,0.0032911259,15.132763,0.0032101073,0.20807688,21.99384498596192,0.12515031,0.092084415,0.066787295,0.050642785,0.035906367,15.069018363952637,0.0025379459839314,0.0233798,9.45446e-05,-17.959803,-19.397375,-19.98983,-20.307594,-20.473791,0.07729831,0.017849624,0.012459047,0.023531444,0.052257895,4.3885036,0.629196499999999,0,1,0,0
166,192.06331699,-1.06501551,2.6691124,8.144985,19.74745,18.1523,17.061825,16.544147,16.158699,0.21205252,0.040865015,0.056923646,0.047964543,0.049344674,18.798208,18.65212,16.753126,0.005676383,17.147606,0.0056477822,0.38943627,21.189108766690623,0.13033663,0.09590045,0.06955501,0.052741457,0.03739435,16.97657006688574,0.0040065635676722,0.0842651,0.000154589,-19.438183,-20.899754,-21.566618,-21.895903,-22.13827,0.08295735,0.016296417,0.013468414,0.01412059,0.024162583,4.1962385,1.0904750000000014,0,1,0,0
175,192.09307861328125,-1.17094624042511,2.2163253,6.4368496,19.526684,18.047884,17.050161,16.63211,16.290985,0.12308341,0.017816752,0.009471545,0.010602685,0.025634123,18.290077,18.33513,16.968075,0.0052222856,17.31666,0.0053821136,1.0,20.77377891540528,0.1185841,0.08725305,0.06328319,0.04798573,0.03402248,16.968074798583984,0.005222285632044,0.136073,0.000140829,-20.040598,-21.475079,-22.206692,-22.537064,-22.810833,0.12471376,0.020431329,0.013773539,0.01457454,0.027515868,5.338907,0.9977230000000006,1,0,1,0
192,192.12161254882807,-1.0660609006881714,2.8543725,7.374247,18.276865,16.968311,16.266848,15.8333435,15.5023575,0.049879473,0.019770125,0.015544751,0.01494175,0.021913912,18.120441,17.947443,16.009747,0.0038230452,16.281553,0.003746083,0.246651,20.53985023498535,0.1331385,0.09796204,0.07105024,0.053875245,0.03819822,16.207927703857422,0.0028696921654045,0.0843187,0.000204142,-19.98218,-21.200712,-21.840816,-22.167587,-22.500065,0.05374036,0.022155322,0.018483492,0.017979322,0.024087802,4.519792,0.7014630000000004,0,1,0,0
57,192.2496490478516,-1.1598371267318726,3.6654377,11.170732,17.799805,16.192923,15.464617,15.045572,14.858683,0.04457903,0.011489937,0.013283087,0.013131716,0.01398162,17.218287,17.255829,15.301999,0.002788285,15.670614,0.0029235177,0.9866232,20.28069496154785,0.12182328,0.089636415,0.06501181,0.049296483,0.03495182,15.306188583374023,0.0027617630548775,0.0887242,0.00118914,-20.699175,-22.128124,-22.74216,-22.996586,-23.220705,0.048860125,0.015232161,0.016626498,0.016505817,0.017189708,6.0762796,0.7283059999999999,1,0,1,0
92,192.1573181152344,-1.1039247512817385,2.7916331,5.9718184,18.988756,17.629435,16.841682,16.454838,16.189915,0.07973458,0.012867502,0.00817375,0.009322759,0.024244612,18.726288,18.61821,16.450323,0.005796298,16.82412,0.0055816374,0.0,21.06642341613769,0.12680858,0.09330455,0.067672245,0.051313814,0.036382135,16.824119567871094,0.005581637378782,0.08375,0.000176485,-19.264332,-20.553432,-21.21859,-21.53485,-21.76394,0.08220837,0.016296417,0.012915507,0.013671649,0.02622617,4.393527,0.7877530000000021,0,1,0,0
102,192.1846160888672,-1.2037839889526367,3.5504947,7.5680203,18.831993,17.363398,16.500656,16.114672,15.83676,0.08653904,0.012751129,0.0076337554,0.0086291665,0.02256322,18.527752,18.490814,16.089794,0.0045216563,16.511917,0.004443396,0.23066567,21.24755096435547,0.11183892,0.082290016,0.059683584,0.045256253,0.032087248,16.398990631103516,0.003378442954272,0.0829805,0.000151898,-19.420128,-20.810709,-21.530159,-21.861898,-22.09044,0.088823214,0.016204681,0.012580711,0.013208429,0.024680028,5.5414386,0.8627420000000008,0,1,0,0
38,192.3974609375,-1.0592678785324097,2.3401995,7.4344487,20.26373,17.75847,16.635815,16.167513,15.825716,0.25660142,0.015585252,0.009907519,0.011087754,0.017641705,17.953089,17.97145,16.557041,0.004312606,16.929707,0.004467732,1.0,20.47752952575684,0.1352818,0.09953907,0.07219403,0.054742552,0.03881315,16.55704116821289,0.00431260606274,0.136606,0.000178781,-19.496185,-21.856457,-22.661783,-23.047422,-23.305895,0.25750676,0.018517591,0.014076899,0.014931124,0.020278871,5.656003,1.1226549999999982,1,0,1,0
170,192.4060211181641,-1.238684892654419,1.3690745,4.00887,19.155006,17.399948,16.577463,16.197933,15.9163,0.05124217,0.01943336,0.016633712,0.01669746,0.019503245,17.284058,17.416443,16.51347,0.0038766747,16.686552,0.0039864904,1.0,19.25504875183105,0.13724262,0.10098181,0.07324043,0.055536002,0.039375715,16.513469696044922,0.0038766746874898,0.0862896,0.000141547,-19.29713,-20.894405,-21.566618,-21.85248,-22.103657,0.055009972,0.021855352,0.019408263,0.019462926,0.02191759,2.2134929,0.8224849999999968,1,0,1,0
190,192.443115234375,-1.1876578330993652,2.7372682,6.4510436,17.955753,16.985624,16.619413,16.38508,16.22893,0.032038875,0.007603473,0.00722093,0.009834282,0.026259523,18.479794,18.30459,16.256725,0.0045225145,16.652527,0.0044248044,0.17682335,20.801448822021484,0.13901274,0.10228425,0.07418507,0.056252297,0.03988358,16.571203231811523,0.003544385312125,0.0469087,7.86273e-05,-18.878479,-19.717484,-20.092567,-20.239637,-20.375813,0.03776909,0.012562359,0.012334581,0.014025451,0.028099395,2.5194564,0.36621099999999984,2,0,0,1
130,192.4677124023437,-1.069752812385559,2.2534857,7.1848545,19.115702,17.40967,16.506683,16.100945,15.7898655,0.0885105,0.016975716,0.014520886,0.013612243,0.017994724,17.772451,17.807877,16.395916,0.004086263,16.790468,0.004258859,1.0,20.266407012939453,0.13594864,0.10002972,0.072549894,0.05501239,0.03900447,16.395915985107422,0.0040862630121409,0.0837154,0.0001636,-19.251022,-20.824034,-21.56602,-21.90515,-22.17218,0.09074716,0.019702174,0.01763112,0.016890628,0.02058672,3.5452566,0.9029869999999995,1,0,1,0
228,192.7451171875,-1.1554584503173828,2.0425875,6.1734114,19.560184,17.87516,17.016203,16.543798,16.278063,0.13852598,0.04108605,0.026041226,0.03303583,0.024215702,18.09305,18.212141,16.906927,0.004907952,17.183874,0.0050475094,1.0,20.56255531311035,0.15218791,0.11197841,0.08121609,0.0615837,0.04366361,16.90692710876465,0.0049079521559178,0.0792807,0.00014566,-18.686121,-20.215765,-20.946733,-21.335443,-21.567945,0.13998036,0.042285606,0.027895287,0.034516204,0.026199482,3.0589435,0.8589570000000002,1,0,1,0
196,192.8632049560547,-1.0501019954681396,2.529723,7.893653,19.520384,17.412033,16.427515,16.004236,15.663573,0.13762462,0.013005171,0.008853964,0.009633199,0.01760196,17.903942,17.854013,16.295855,0.003950907,16.698477,0.0041046143,1.0,20.43832969665528,0.15504272,0.11407896,0.082739584,0.06273892,0.044482674,16.295854568481445,0.0039509069174528,0.0941343,0.000164383,-19.184614,-21.16633,-21.942476,-22.304337,-22.581884,0.13908684,0.016405331,0.013356374,0.013885194,0.020244287,4.421605,0.9845180000000013,1,0,1,0
141,192.9734344482422,-1.0642127990722656,2.7026885,8.464544,19.762775,17.962381,16.99135,16.499771,16.10025,0.26610085,0.06371518,0.06507435,0.043070156,0.052563705,18.490274,18.452343,16.819096,0.006305652,17.07171,0.006467928,0.9160319,21.14578056335449,0.16884057,0.12423129,0.090102896,0.06832229,0.048441358,16.838186264038086,0.0058949394151568,0.0942135,0.00014175,-18.966042,-20.61308,-21.427118,-21.822721,-22.187626,0.26690063,0.06449534,0.06583828,0.044215858,0.053506874,4.7274685,0.971031,1,0,1,0
7,193.09194946289065,-1.199559211730957,19.881836,51.68864,13.274658,11.282819,10.430051,9.952703,9.613507,0.004258043,0.003033287,0.0024537249,0.0020685392,0.0015317372,14.322843,14.181851,10.730856,0.0014998877,10.468395,0.0015791848,0.7270431,18.917783737182617,0.17158717,0.1262522,0.091568634,0.06943372,0.049229372,10.65269660949707,0.0011360507924109,0.0842651,0.000154589,-19.438183,-20.899754,-21.566618,-21.895903,-22.13827,0.08295735,0.016296417,0.013468414,0.01412059,0.024162583,4.1962385,0.8527679999999993,1,0,1,0
225,193.58401489257807,-1.0756269693374634,4.248159,8.766909,17.953974,16.932402,16.517,16.232016,15.990956,0.049081814,0.010695745,0.009308224,0.011663427,0.031926576,19.18677,18.929327,15.937206,0.0057830866,16.469065,0.0055064,0.0,21.653453826904297,0.09849462,0.0724714,0.052562308,0.039856408,0.028258689,16.469064712524414,0.0055064000189304,0.0575379,8.91922e-05,-19.313934,-20.227238,-20.63192,-20.824356,-21.07319,0.053000577,0.014642374,0.013661739,0.015363454,0.033456236,4.7362113,0.41540200000000027,2,0,0,1
228,193.78927612304688,-1.0915685892105105,3.4461143,7.9892607,19.377895,17.680758,16.733738,16.332094,15.939197,0.163807,0.052897148,0.049467176,0.06448548,0.052755337,18.54067,18.420547,16.484194,0.005203501,16.875587,0.0052579576,0.6116587,21.41583633422852,0.09977088,0.07341047,0.053243395,0.040372852,0.028624857,16.619951248168945,0.003951156977564,0.0842651,0.000154589,-19.438183,-20.899754,-21.566618,-21.895903,-22.13827,0.08295735,0.016296417,0.013468414,0.01412059,0.024162583,4.1962385,0.947020000000002,1,0,1,0
146,194.0503845214844,-1.198710322380066,2.5827498,7.336822,20.094841,18.113338,17.051846,16.610409,16.311455,0.22757922,0.021172889,0.012182046,0.01178611,0.029803388,18.525715,18.496696,16.915346,0.005498459,17.354979,0.0056743743,1.0,21.10770606994629,0.10656768,0.07841148,0.05687055,0.043123215,0.030574897,16.915346145629883,0.0054984590969979,0.136762,0.0001605,-19.621292,-21.460327,-22.216879,-22.57481,-22.795969,0.22854336,0.023415703,0.015760792,0.0154568,0.031436644,6.2482533,1.0614919999999977,1,0,1,0
144,194.3236083984375,-1.1405750513076782,1.886775,5.945591,19.130642,17.357683,16.405306,15.973303,15.6283245,0.06945966,0.009295819,0.006147637,0.006436262,0.01242498,17.535305,17.550343,16.314974,0.0036855773,16.644665,0.0038444863,1.0,19.779356002807617,0.10624828,0.078176476,0.0567001,0.04299397,0.03048326,16.314973831176758,0.0036855773068964,0.0966501,0.000181221,-19.597132,-21.238798,-22.010002,-22.375624,-22.669325,0.07228605,0.013653295,0.011738546,0.011892245,0.015949331,3.3761687,0.952377000000002,1,0,1,0
156,194.34217834472656,-1.0579731464385986,3.3869746,8.34927,18.276518,17.018332,16.330818,15.965699,15.704073,0.051321983,0.009214353,0.00683464,0.0072915787,0.01936506,18.661125,18.397268,15.89295,0.0042908126,16.36048,0.0041614133,0.10854893,20.975326538085938,0.10875474,0.0800207,0.05803769,0.04400822,0.031202378,16.2988338470459,0.0035696998238563,0.0842651,0.000154589,-19.438183,-20.899754,-21.566618,-21.895903,-22.13827,0.08295735,0.016296417,0.013468414,0.01412059,0.024162583,4.1962385,0.6875140000000002,0,1,0,0
160,194.76513671875,-1.2235835790634155,2.6056385,7.6107717,18.96812,17.659302,16.900026,16.466873,16.237528,0.09389985,0.015997563,0.017123083,0.014583785,0.030540459,18.310783,18.283348,16.836016,0.005501089,17.105082,0.005713545,1.0,20.97504615783692,0.09473557,0.06970553,0.050556265,0.038335286,0.027180195,16.836015701293945,0.0055010891519486,0.0830655,0.000105469,-19.221647,-20.477444,-21.140411,-21.494751,-21.698343,0.096010685,0.018865922,0.019829284,0.017682964,0.032136254,4.070518,0.7592759999999998,1,0,1,0
163,194.7760009765625,-1.0910460948944092,2.0938413,4.519341,18.682713,17.50133,16.961496,16.588797,16.403162,0.04722797,0.02758352,0.023684746,0.024289668,0.02310224,18.553417,18.306425,16.670769,0.004880473,16.977558,0.0047858413,0.2173908,20.561664581298828,0.09682924,0.071246035,0.05167357,0.039182503,0.027780883,16.903100967407227,0.0037359499838203,0.0806807,9.80248e-05,-19.416424,-20.4999,-20.988323,-21.207907,-21.439867,0.05128948,0.029340295,0.025709305,0.026267648,0.02517396,3.1858857,0.539833999999999,0,1,0,0
188,194.97122192382807,-1.1488919258117676,3.4786844,7.652239,18.79743,17.518194,16.905075,16.535313,16.469423,0.09272159,0.016801273,0.010630597,0.015808033,0.045961127,19.008495,18.81954,16.442581,0.005697647,16.947208,0.0056945323,0.40572086,21.60759925842285,0.11286361,0.08304397,0.060230415,0.0456709,0.032381237,16.713611602783203,0.0040313061326742,0.122126,0.000140144,-20.403755,-21.557058,-22.042171,-22.21176,-22.318213,0.09485722,0.019552074,0.014594857,0.018705465,0.04703712,7.6401186,0.6131190000000011,0,1,0,0
214,195.01043701171875,-1.2163397073745728,1.4871156,4.1649613,19.880102,17.970346,17.05372,16.669088,16.33809,0.11208607,0.011651582,0.0065303096,0.0074128476,0.018069211,17.947437,17.987968,16.999891,0.004705508,17.214725,0.004828337,1.0,19.9108943939209,0.11792397,0.08676733,0.062930904,0.047718603,0.033833083,16.99989128112793,0.0047055077739059,0.0843836,0.000158499,-18.495848,-20.280464,-21.023699,-21.348963,-21.63592,0.11388436,0.015354487,0.01194341,0.01244791,0.020651983,2.3564272,0.9166260000000008,1,0,1,0
261,195.12203979492188,-1.104308009147644,1.651954,4.8294916,19.758791,17.911207,17.048935,16.656597,16.413158,0.10631397,0.02153927,0.018312354,0.019460643,0.025146978,18.137276,18.093561,16.921316,0.0052392483,17.189707,0.005350805,0.93441176,20.13437461853028,0.10489241,0.077178836,0.055976532,0.04244531,0.030094253,16.93702507019043,0.0049747424200177,0.0835936,0.000144143,-18.575506,-20.2896,-20.996098,-21.321173,-21.523987,0.1082005,0.023747485,0.020864878,0.021879617,0.027062671,2.5954928,0.8622720000000008,1,0,1,0
135,195.3335418701172,-1.1927189826965332,2.5102303,7.3607783,19.519924,17.713985,16.672098,16.251226,15.934567,0.1324975,0.014516614,0.007831859,0.0083868485,0.020513348,18.110664,18.081676,16.555798,0.0044079907,16.919193,0.0045693573,1.0,20.666114807128903,0.11148167,0.08202715,0.059492934,0.04511169,0.03198475,16.555797576904297,0.0044079907238483,0.159501,0.000161301,-20.644938,-22.279615,-22.976637,-23.275703,-23.54133,0.13401575,0.01762762,0.012701894,0.01305141,0.022821095,6.9051986,1.0418870000000027,1,0,1,0
204,195.8852081298828,-1.180540919303894,2.4885762,6.857289,18.22116,16.95681,16.257437,15.885798,15.651903,0.043565605,0.0077238046,0.0053387014,0.006053635,0.016580125,17.636755,17.671038,16.119875,0.0037727982,16.439844,0.0039047457,0.9752251,20.232641220092773,0.10630438,0.07821775,0.056730036,0.04301667,0.030499354,16.12676239013672,0.0037034524139016,0.0864665,0.000134531,-20.066242,-21.266155,-21.867727,-22.146957,-22.360733,0.047937546,0.012635554,0.011335862,0.01168959,0.0193624,4.0309043,0.6993730000000014,1,0,1,0
53,196.2429656982422,-1.0905832052230835,3.8418903,8.002942,19.273762,17.261858,16.492582,16.11033,15.940893,0.15975101,0.321217,0.1949595,0.09384399,0.2742521,18.289755,18.284256,16.280624,0.0045750868,16.666126,0.0047720824,0.9948947,21.410757064819336,0.10535534,0.077519454,0.056223575,0.042632636,0.03022707,16.28228187561035,0.0045587173663079,0.0861563,0.000156158,-19.144228,-21.045021,-21.625109,-21.958017,-22.071537,0.16101153,0.32137293,0.1952159,0.094375335,0.27443597,6.202855,0.7692760000000014,1,0,1,0
176,196.2597198486328,-1.1786192655563354,4.299062,10.197244,18.339949,16.892082,16.152863,15.813194,15.593985,0.077574566,0.011908735,0.0068052122,0.009405279,0.02549579,18.166344,18.164122,15.901424,0.0043334328,16.278408,0.0044493475,0.77099645,21.3151798248291,0.1032968,0.0760048,0.055125024,0.041799635,0.029636463,15.976926803588867,0.00366389635019,0.0857346,0.00015709,-19.984829,-21.322237,-21.93854,-22.191904,-22.387629,0.080112405,0.015550503,0.012095906,0.01372805,0.02738685,6.910372,0.7392189999999985,1,0,1,0
75,196.7735290527344,-1.1768412590026855,6.6213446,13.674608,16.339228,15.047744,14.481029,14.277046,14.026108,0.016673762,0.0031334138,0.0028819975,0.0033069232,0.008369525,17.776772,17.727125,14.254747,0.0025507766,14.485826,0.0023165501,0.0,20.58120918273925,0.11040545,0.08123528,0.0589186,0.044676192,0.031675976,14.485825538635254,0.0023165501188486,0.0186778,9.78366e-05,-18.38247,-19.615053,-20.15506,-20.314737,-20.532444,0.026038714,0.010479422,0.010407013,0.010532604,0.013040284,2.5101314,0.5667150000000003,0,1,0,0
129,196.8718414306641,-1.0542590618133545,2.3512669,5.623488,18.419346,17.25565,16.680891,16.293293,16.053053,0.044778924,0.008721065,0.0066312677,0.0074367584,0.020214725,18.115137,18.108128,16.415861,0.005085028,16.705355,0.0050421883,0.42080063,20.53285026550293,0.10327698,0.07599022,0.055114448,0.041791618,0.029630776,16.57402229309082,0.0035809930413961,0.0851887,0.000100043,-19.80329,-20.879313,-21.413965,-21.671839,-21.940065,0.04904307,0.013268651,0.011998908,0.0124621615,0.022553073,3.757769,0.5747590000000002,0,1,0,0
126,197.08853149414065,-1.2188342809677124,2.2465916,6.614878,18.548397,17.020971,16.349825,15.97022,15.757687,0.04658576,0.01498996,0.019964926,0.021716021,0.021285797,17.560326,17.654865,16.209581,0.0036718897,16.523842,0.0037559627,0.90186596,20.102895736694336,0.1064251,0.07830658,0.05679446,0.043065522,0.030533992,16.2366943359375,0.0034070587716996,0.118053,0.000200172,-20.634989,-21.998169,-22.531998,-22.716816,-22.977182,0.050698422,0.018019412,0.022329321,0.023907863,0.023517843,4.791631,0.6711460000000002,1,0,1,0
182,197.1610412597656,-1.2196091413497925,2.0432637,6.5673494,19.173838,17.42807,16.401882,15.986481,15.681097,0.07956319,0.010160386,0.0075599765,0.0069949906,0.01377267,17.403482,17.57685,16.365904,0.0037175978,16.644802,0.0038560838,1.0,19.94895362854004,0.10371884,0.076315336,0.055350248,0.041970417,0.02975755,16.365903854370117,0.0037175978068262,0.113024,0.000148554,-19.980768,-21.611198,-22.380054,-22.736965,-22.96591,0.08204387,0.014256006,0.01253608,0.012203686,0.01702022,4.1962385,1.0261880000000012,1,0,1,0
83,197.37800253,-1.0923265,3.0034068,8.1667595,21.312094,18.25027,16.916435,16.522552,16.335655,0.91714466,0.031435594,0.02521975,0.019825237,0.044416703,18.412706,18.488195,16.769732,0.0053833416,17.20375,0.0055801948,1.0,21.29995563139216,0.1325817,0.09755235,0.070753105,0.053649936,0.038038474,16.769731499139162,0.0053833415367419,0.178718,0.000174662,-19.331547,-22.192974,-23.05165,-23.326248,-23.433775,0.9205249,0.032987986,0.02713,0.022204522,0.045529015,9.063322,1.3338350000000005,1,0,1,0
105,197.36471557617188,-1.061415433883667,2.3280163,7.490746,18.294392,16.731237,15.939518,15.489112,15.199117,0.050749052,0.019549834,0.019493783,0.01845741,0.016970297,17.216694,17.279097,15.822602,0.0032653976,16.13316,0.003413364,1.0,19.7698974609375,0.13156779,0.09680633,0.07021203,0.053239655,0.03774758,15.822602272033691,0.0032653976231813,0.0747666,4.15704e-05,-19.74646,-21.188362,-21.882051,-22.243835,-22.514578,0.054548465,0.02195897,0.021909079,0.020992288,0.019697508,3.30521,0.7917190000000005,1,0,1,0
176,197.41732005,-1.05136819,8.582989,16.198933,22.263212,16.463434,15.770149,15.653579,15.979345,5.467811,0.057376813,0.043524742,0.075979345,0.15620461,20.133232,19.735933,15.110799,0.0063221273,15.460149,0.005736262,0.0,22.433791562399698,0.14757533,0.10858453,0.07875456,0.059717197,0.042340238,15.460148790627564,0.0057362620330522,0.0842651,0.000154589,-19.438183,-20.899754,-21.566618,-21.895903,-22.13827,0.08295735,0.016296417,0.013468414,0.01412059,0.024162583,4.1962385,0.6932849999999995,0,1,0,0
90,197.6374969482422,-1.214256763458252,2.5395432,7.0082397,19.737446,17.774298,16.888325,16.503195,16.245567,0.1616071,0.01505293,0.009069891,0.010247708,0.027444854,18.370363,18.334158,16.714128,0.0049594673,17.103218,0.005083833,0.92031497,20.90755271911621,0.12361141,0.0909521,0.06596605,0.050020054,0.035464842,16.740503311157227,0.0046854931861162,0.0846523,0.000142479,-18.649965,-20.478424,-21.195147,-21.510174,-21.730122,0.16287085,0.018071849,0.013500484,0.014318371,0.029210195,4.03562,0.8859730000000035,1,0,1,0
154,197.8258514404297,-1.2041093111038208,2.6137304,6.9629126,19.115625,17.84746,16.910725,16.507576,16.188131,0.10062697,0.017209878,0.008582859,0.010813973,0.0280213,18.256474,18.30663,16.830484,0.0050466615,17.204872,0.005287511,1.0,20.992477416992188,0.13479125,0.09917812,0.07193225,0.054544047,0.03867241,16.83048439025879,0.0050466614775359,0.0828989,0.0001505,-19.117517,-20.350428,-21.14146,-21.490519,-21.757866,0.102601185,0.019904306,0.013178226,0.014728961,0.029752437,4.0757575,0.9367350000000023,1,0,1,0
80,197.9243927001953,-1.061991572380066,2.1100955,6.2509775,18.436466,16.608847,15.739462,15.334758,15.02755,0.04582166,0.013685319,0.012636895,0.012503276,0.013992057,17.022804,16.999437,15.600932,0.0028897997,15.880806,0.003006365,0.968767,19.356422424316406,0.13839345,0.10182858,0.07385458,0.056001693,0.0397059,15.608665466308594,0.002820499939844,0.0636661,0.000169803,-19.241941,-20.940447,-21.687384,-22.03622,-22.301798,0.04999696,0.016949574,0.016114937,0.01601037,0.017198201,2.5843768,0.8693850000000012,1,0,1,0
183,197.90884399414065,-1.057697057723999,3.6693234,8.771421,18.204575,16.761677,16.171738,15.837984,15.630283,0.0534187,0.009980239,0.0070818714,0.007456198,0.020330096,18.640936,18.360197,15.683775,0.0040699355,16.17999,0.003922444,0.06450282,20.9901180267334,0.13653722,0.10046279,0.072863996,0.055250563,0.03917334,16.140155792236328,0.0035597521346062,0.0639493,0.000152781,-19.438183,-20.725857,-21.260672,-21.465565,-21.683441,0.057040527,0.014128173,0.012253691,0.0124737695,0.022656469,4.512559,0.5899389999999975,0,1,0,0
203,197.96969604492188,-1.2028529644012451,3.5639403,8.809196,18.525352,16.961088,16.115242,15.702591,15.495869,0.07330341,0.009781991,0.0059078126,0.00662229,0.01907432,18.022419,17.963816,15.860044,0.0039565647,16.210722,0.0040181545,0.670803,20.870344161987305,0.1551592,0.11416467,0.082801744,0.06278605,0.044516094,15.963471412658691,0.0031035668216645,0.0840413,0.000143331,-19.851189,-21.277113,-21.969702,-22.298893,-22.46937,0.0759842,0.013988834,0.011614744,0.011993947,0.021536749,5.6266084,0.8458460000000017,1,0,1,0
79,197.99224324,-1.17760226,2.3679388,5.2208,18.305403,17.26589,16.82753,16.478487,16.37445,0.038043726,0.009691772,0.009037464,0.009856505,0.02640854,18.481392,18.333843,16.520426,0.0047663925,16.807404,0.004610453,0.0,20.6948318542614,0.16279761,0.11978494,0.08687803,0.065876976,0.0467076,16.807403541935372,0.0046104527697836,0.0852991,0.000179502,-19.95267,-20.877764,-21.29071,-21.433456,-21.601473,0.042980954,0.013925898,0.01347872,0.014041043,0.028238783,3.7888336,0.4383599999999994,2,0,0,1
88,197.9981231689453,-1.135065674781799,2.2038882,6.7995467,19.078537,17.184376,16.223434,15.794538,15.483319,0.07966395,0.014157499,0.011320853,0.012277219,0.014751843,17.541182,17.525114,16.09292,0.0034715985,16.419476,0.0035866536,0.986002,19.93483161926269,0.1616746,0.11895864,0.08627873,0.06542255,0.046385404,16.09687614440918,0.003435696940869,0.0875517,0.000187402,-19.442616,-21.203497,-21.97214,-22.339056,-22.590298,0.08214026,0.017333062,0.015105024,0.015834464,0.017821841,3.6100447,0.9609419999999993,1,0,1,0
